Id,Label,node_type,modularity_class,degree,weighted degree,eigencentrality,pageranks,stat_inf_class,clustering,triangles,X,Y,Size,Color
2239,iraqi,Word,11,2,0.047691,0.033239,0.000129,3,1,1,-201.955887,-47.894642,10.410959,"#4300a3"
2240,estimate,Word,11,1,0.027228,0.017594,0.000086,3,0,0,-600.492859,216.48616,10,"#4300a3"
2241,quantify,Word,11,1,0.025648,0.017594,0.000086,3,0,0,-638.513489,216.97934,10,"#4300a3"
2242,containment,Word,11,2,0.044127,0.033239,0.000129,3,1,1,-235.525177,-56.309761,10.410959,"#4300a3"
2243,depreciation,Word,11,1,0.021697,0.017594,0.000086,3,0,0,-731.679077,201.794815,10,"#4300a3"
2244,range,Word,11,1,0.021107,0.017594,0.000086,3,0,0,-699.76532,228.042786,10,"#4300a3"
2245,include,Word,11,1,0.020365,0.017594,0.000086,3,0,0,-227.088806,92.103424,10,"#4300a3"
2246,statistical,Word,14,2,0.128659,0.034184,0.000129,3,1,1,350.431793,290.619568,10.410959,"#5795ff"
2248,africas,Word,15,2,0.098994,0.03235,0.000126,13,1,1,1530.104858,136.370377,10.410959,"#ff8805"
2249,g8,Word,15,2,0.058141,0.03235,0.000126,13,1,1,1751.94043,173.37323,10.410959,"#ff8805"
2250,continent,Word,15,2,0.033377,0.03235,0.000126,13,1,1,2089.725098,326.243134,10.410959,"#ff8805"
2251,expense,Word,15,1,0.016925,0.017673,0.000084,13,0,0,2292.544434,399.031403,10,"#ff8805"
2252,assured,Word,15,2,0.031121,0.03235,0.000126,13,1,1,2169.047363,327.907379,10.410959,"#ff8805"
2253,humanitarian,Word,15,2,0.036693,0.034828,0.000126,13,1,1,1627.636597,342.240967,10.410959,"#ff8805"
2254,rock,Word,15,1,0.015565,0.017673,0.000084,13,0,0,2386.547363,442.463654,10,"#ff8805"
2255,2010,Word,18,2,0.262805,0.02173,0.000159,8,0,0,2117.337158,3047.138184,10.410959,"#d60087"
2257,religions,Word,8,2,0.167745,0.011405,0.000143,5,1,1,3923.590088,-1709.501709,10.410959,"#4c463e"
2258,beliefs,Word,8,2,0.121577,0.011405,0.000143,5,1,1,3982.08667,-1733.533813,10.410959,"#4c463e"
2259,europeans,Word,8,2,0.098712,0.011405,0.000143,5,1,1,4028.356689,-1761.447266,10.410959,"#4c463e"
2260,denominations,Word,8,2,0.073584,0.011405,0.000143,5,1,1,4109.07666,-1810.157593,10.410959,"#4c463e"
2261,interactions,Word,8,1,0.03925,0.006108,0.000096,5,0,0,4148.666504,-1855.297363,10,"#4c463e"
2262,america,Word,8,2,0.05034,0.024659,0.000136,5,0,0,2547.613037,-2019.110962,10.410959,"#4c463e"
2263,evangelical,Word,8,1,0.030978,0.006108,0.000096,5,0,0,4257.84668,-1926.146606,10,"#4c463e"
2264,latin,Word,8,2,0.043693,0.024659,0.000136,5,0,0,2420.765625,-2160.588623,10.410959,"#4c463e"
2265,spiritual,Word,8,1,0.021902,0.006108,0.000096,5,0,0,4437.765137,-1963.119507,10,"#4c463e"
2266,evangelicals,Word,8,1,0.021902,0.006108,0.000096,5,0,0,4403.814453,-1985.188354,10,"#4c463e"
2267,regard,Word,8,1,0.021391,0.006108,0.000096,5,0,0,4432.854004,-2025.856445,10,"#4c463e"
2268,atheistic,Word,8,1,0.020652,0.006108,0.000096,5,0,0,4490.155273,-1997.749634,10,"#4c463e"
2269,field,Word,8,1,0.019797,0.006108,0.000096,5,0,0,4535.769531,-2020.457764,10,"#4c463e"
2271,killed,Word,12,1,0.056021,0.005242,0.000097,13,0,0,3502.708252,1138.952881,10,"#31a800"
2272,191819,Word,12,2,0.060256,0.010341,0.000144,13,1,1,3610.290283,1144.611206,10.410959,"#31a800"
2273,swine,Word,12,2,0.053082,0.010341,0.000144,13,1,1,3665.559814,1181.078735,10.410959,"#31a800"
2274,strains,Word,12,2,0.048236,0.010341,0.000144,13,1,1,3727.474365,1206.283936,10.410959,"#31a800"
2275,deadly,Word,12,1,0.029244,0.005242,0.000097,13,0,0,3757.47998,1261.537964,10,"#31a800"
2276,roche,Word,12,2,0.048305,0.010341,0.000144,13,1,1,3735.249023,1158.504517,10.410959,"#31a800"
2277,tamiflu,Word,12,2,0.05455,0.010341,0.000144,13,1,1,3665.077637,1121.846313,10.410959,"#31a800"
2278,worldwide,Word,12,2,0.040838,0.010341,0.000144,13,1,1,3810.043457,1206.930908,10.410959,"#31a800"
2279,spread,Word,12,2,0.038193,0.010341,0.000144,13,1,1,3851.277832,1256.22168,10.410959,"#31a800"
2280,vaccinations,Word,12,1,0.020659,0.005242,0.000097,13,0,0,3974.557861,1286.312744,10,"#31a800"
2281,antiviral,Word,12,1,0.020659,0.005242,0.000097,13,0,0,3955.843018,1336.695435,10,"#31a800"
2282,avoid,Word,12,1,0.019617,0.005242,0.000097,13,0,0,4013.388184,1341.26123,10,"#31a800"
2283,viruses,Word,12,1,0.01948,0.005242,0.000097,13,0,0,4043.467773,1309.030029,10,"#31a800"
2284,antivirals,Word,12,1,0.01948,0.005242,0.000097,13,0,0,4066.817139,1276.938721,10,"#31a800"
2285,virulent,Word,12,1,0.01948,0.005242,0.000097,13,0,0,4066.884277,1363.245117,10,"#31a800"
2287,individuals,Word,5,3,0.077662,0.04049,0.000178,24,0,0,-1490.42627,-1070.493408,10.821918,"#00c4ff"
2288,protect,Word,5,2,0.056799,0.028102,0.000134,19,1,1,-2065.122314,-994.280029,10.410959,"#00c4ff"
2289,knowledge,Word,15,2,0.079982,0.044961,0.00013,20,0,0,-1280.546509,-388.833557,10.410959,"#ff8805"
2290,wiretapping,Word,5,2,0.048979,0.028102,0.000134,19,1,1,-2060.405518,-1239.966675,10.410959,"#00c4ff"
2291,arrest,Word,5,2,0.038448,0.028102,0.000134,19,1,1,-2375.940918,-1259.955933,10.410959,"#00c4ff"
2292,recommendation,Word,5,1,0.02457,0.016303,0.00009,19,0,0,-2402.429199,-956.463501,10,"#00c4ff"
2293,seeking,Word,5,1,0.022174,0.016303,0.00009,19,0,0,-2489.140381,-1014.641541,10,"#00c4ff"
2294,publicly,Word,5,1,0.020442,0.016303,0.00009,19,0,0,-2557.973633,-1041.515381,10,"#00c4ff"
2295,reading,Word,6,2,0.078927,0.030641,0.000132,14,0,0,1158.231445,-1732.081787,10.410959,"#f00016"
2296,use,Word,5,1,0.019876,0.016303,0.00009,19,0,0,-2603.120117,-1007.038208,10,"#00c4ff"
2297,indicates,Word,5,1,0.019279,0.016303,0.00009,19,0,0,-2631.446045,-1098.815674,10,"#00c4ff"
2298,purpose,Word,5,1,0.019217,0.016303,0.00009,19,0,0,-2616.523926,-1059.207764,10,"#00c4ff"
2300,southern,Word,20,2,0.057442,0.025148,0.000124,7,1,1,-657.135132,141.937759,10.410959,"#800f00"
2301,majorities,Word,20,1,0.036998,0.014258,0.000085,7,0,0,-692.425354,161.747345,10,"#800f00"
2302,confederation,Word,20,2,0.048383,0.025148,0.000124,7,1,1,-742.46936,101.67704,10.410959,"#800f00"
2303,closure,Word,20,1,0.030399,0.014258,0.000085,7,0,0,-771.090576,147.433456,10,"#800f00"
2304,passage,Word,20,1,0.026559,0.014258,0.000085,7,0,0,-823.770203,126.238594,10,"#800f00"
2305,requirement,Word,20,2,0.040572,0.025148,0.000124,7,1,1,-787.126404,55.586433,10.410959,"#800f00"
2307,water,Word,4,2,0.743229,0.021081,0.000134,17,1,1,-2173.217041,2138.997314,10.410959,"#05ff00"
2308,irrigation,Word,4,2,0.164861,0.021081,0.000134,17,1,1,-2286.42627,2221.963135,10.410959,"#05ff00"
2309,reutilization,Word,4,2,0.092562,0.021081,0.000134,17,1,1,-2386.5271,2313.19165,10.410959,"#05ff00"
2310,used,Word,4,4,0.114074,0.029975,0.000243,13,0.166667,1,-1178.683105,1231.072754,11.232877,"#05ff00"
2311,lawns,Word,4,2,0.053318,0.021081,0.000134,17,1,1,-2546.193848,2444.276855,10.410959,"#05ff00"
2312,waterintensive,Word,4,2,0.053318,0.021081,0.000134,17,1,1,-2509.520996,2458.429932,10.410959,"#05ff00"
2313,wasted,Word,4,2,0.044401,0.021081,0.000134,17,1,1,-2589.550049,2520.770996,10.410959,"#05ff00"
2314,clean,Word,4,1,0.02598,0.010639,0.000089,17,0,0,-2670.781494,2562.720703,10,"#05ff00"
2315,rice,Word,4,1,0.024495,0.010639,0.000089,17,0,0,-2696.242188,2626.86499,10,"#05ff00"
2316,grass,Word,4,1,0.022781,0.010639,0.000089,17,0,0,-2738.538574,2651.691895,10,"#05ff00"
2317,evaporation,Word,4,2,0.043878,0.021081,0.000134,17,1,1,-2639.356689,2499.800049,10.410959,"#05ff00"
2318,watering,Word,4,1,0.022781,0.010639,0.000089,17,0,0,-2775.390381,2662.279785,10,"#05ff00"
2319,absorbs,Word,4,1,0.021481,0.010639,0.000089,17,0,0,-2752.025635,2750.356689,10,"#05ff00"
2320,toilet,Word,4,1,0.021481,0.010639,0.000089,17,0,0,-2800.422363,2713.86499,10,"#05ff00"
2321,sensible,Word,4,1,0.021031,0.010639,0.000089,17,0,0,-2784.249756,2769.088135,10,"#05ff00"
2323,victimization,Word,1,1,0.027189,0.018551,0.000085,19,0,0,-1196.286865,-2431.131592,10,"#f5dc00"
2324,felonies,Word,1,1,0.025637,0.018551,0.000085,19,0,0,-1243.682739,-2443.803467,10,"#f5dc00"
2325,alienation,Word,1,2,0.037252,0.03529,0.000125,19,1,1,-1299.419678,-2521.215332,10.410959,"#f5dc00"
2326,conviction,Word,1,1,0.024536,0.018551,0.000085,19,0,0,-1270.744507,-2492.265381,10,"#f5dc00"
2327,robberies,Word,1,1,0.024536,0.018551,0.000085,19,0,0,-1227.848511,-2500.351318,10,"#f5dc00"
2328,statistics,Word,1,2,0.03334,0.03529,0.000125,19,1,1,-1340.007935,-2599.790283,10.410959,"#f5dc00"
2329,violent,Word,1,1,0.018796,0.018551,0.000085,19,0,0,-1330.326538,-2715.298096,10,"#f5dc00"
2330,located,Word,1,1,0.01859,0.018551,0.000085,19,0,0,-1373.656616,-2727.729492,10,"#f5dc00"
2332,japanese,Word,15,2,0.208937,0.03099,0.000129,24,1,1,1193.015991,63.839222,10.410959,"#ff8805"
2333,japans,Word,15,2,0.11389,0.03099,0.000129,24,1,1,1363.967896,121.530403,10.410959,"#ff8805"
2334,deflation,Word,15,2,0.090579,0.03099,0.000129,24,1,1,1417.943359,112.099335,10.410959,"#ff8805"
2335,1990s,Word,15,3,0.090329,0.044729,0.00017,24,0.333333,1,1609.147827,-209.167313,10.821918,"#ff8805"
2336,kobe,Word,15,2,0.068775,0.03099,0.000129,24,1,1,1562.413696,72.756287,10.410959,"#ff8805"
2337,loss,Word,15,1,0.037842,0.015694,0.00009,24,0,0,1706.77417,80.106705,10,"#ff8805"
2338,yen,Word,15,2,0.061393,0.03099,0.000129,24,1,1,1599.645752,151.920792,10.410959,"#ff8805"
2339,stagnant,Word,15,1,0.022315,0.015694,0.00009,24,0,0,2033.815674,166.431,10,"#ff8805"
2340,stagnated,Word,15,1,0.022315,0.015694,0.00009,24,0,0,2023.984741,228.398834,10,"#ff8805"
2341,region,Word,15,1,0.022158,0.015694,0.00009,24,0,0,2055.677979,200.40329,10,"#ff8805"
2342,1980s,Word,15,1,0.021103,0.015694,0.00009,24,0,0,2100.375244,215.595078,10,"#ff8805"
2343,destroyed,Word,15,1,0.019165,0.015694,0.00009,24,0,0,2178.766846,247.136627,10,"#ff8805"
2344,buildings,Word,15,1,0.018877,0.015694,0.00009,24,0,0,2209.454834,207.314011,10,"#ff8805"
2345,dependent,Word,15,1,0.018364,0.015694,0.00009,24,0,0,2225.737061,266.308655,10,"#ff8805"
2346,100000,Word,15,1,0.018132,0.015694,0.00009,24,0,0,2259.251953,224.27002,10,"#ff8805"
2347,series,Word,15,1,0.016992,0.015694,0.00009,24,0,0,2325.407959,267.013123,10,"#ff8805"
2348,predictions,Word,0,2,0.054235,0.022124,0.000147,24,0,0,196.755325,-2118.091553,10.410959,"#008a3b"
2350,hiv,Word,12,2,0.130984,0.016764,0.000129,13,1,1,2919.889648,727.53241,10.410959,"#31a800"
2351,incidence,Word,12,2,0.079841,0.016764,0.000129,13,1,1,3050.376953,739.416809,10.410959,"#31a800"
2352,antiretroviral,Word,12,2,0.070794,0.016764,0.000129,13,1,1,3097.702148,731.022461,10.410959,"#31a800"
2353,infections,Word,12,2,0.053482,0.016764,0.000129,13,1,1,3274.180176,760.661743,10.410959,"#31a800"
2354,africans,Word,12,2,0.056479,0.016764,0.000129,13,1,1,3220.202148,735.627991,10.410959,"#31a800"
2355,subsaharan,Word,15,3,0.12971,0.031441,0.000171,13,1,3,2212.491211,409.605011,10.821918,"#ff8805"
2356,infection,Word,12,1,0.024069,0.007797,0.000088,13,0,0,3565.131348,857.602051,10,"#31a800"
2357,effectiveness,Word,12,1,0.01785,0.007797,0.000088,13,0,0,3782.823242,946.408691,10,"#31a800"
2358,change,Word,15,2,0.078793,0.019667,0.00014,14,0,0,1817.919189,-233.971146,10.410959,"#ff8805"
2360,hospitals,Word,3,2,0.057069,0.026865,0.000123,6,1,1,974.727905,757.660889,10.410959,"#9900e0"
2361,trusts,Word,3,2,0.058818,0.026865,0.000123,6,1,1,932.455078,737.00946,10.410959,"#9900e0"
2362,grants,Word,11,2,0.117884,0.034511,0.000126,6,1,1,-63.459213,42.113884,10.410959,"#4300a3"
2363,decentralize,Word,3,2,0.045086,0.026865,0.000123,6,1,1,1146.083008,802.726196,10.410959,"#9900e0"
2364,recipient,Word,15,2,0.101779,0.030554,0.000126,13,1,1,640.383606,126.617729,10.410959,"#ff8805"
2365,givers,Word,3,1,0.023694,0.013399,0.000084,6,0,0,1290.902222,984.578796,10,"#9900e0"
2366,taxexempt,Word,3,1,0.022341,0.013399,0.000084,6,0,0,1327.372314,1060.635132,10,"#9900e0"
2368,globalization,Word,15,1,0.045012,0.028658,0.000086,20,0,0,-915.158142,-48.826088,10,"#ff8805"
2369,developing,Word,15,2,0.058996,0.039738,0.000137,14,0,0,70.684746,-802.563477,10.410959,"#ff8805"
2370,advanced,Word,15,2,0.066306,0.047757,0.00013,14,0,0,694.709961,-1122.526611,10.410959,"#ff8805"
2371,import,Word,15,1,0.025111,0.028658,0.000086,20,0,0,-1053.903687,-190.456192,10,"#ff8805"
2372,innovating,Word,15,1,0.024244,0.028658,0.000086,20,0,0,-1087.141357,-178.899017,10,"#ff8805"
2373,fdi,Word,15,1,0.024244,0.028658,0.000086,20,0,0,-1085.901001,-231.399017,10,"#ff8805"
2374,upgrade,Word,15,1,0.023203,0.028658,0.000086,20,0,0,-1154.306152,-150.555969,10,"#ff8805"
2375,textiles,Word,15,1,0.022396,0.028658,0.000086,20,0,0,-1129.767456,-251.910324,10,"#ff8805"
2376,importing,Word,15,1,0.021737,0.028658,0.000086,20,0,0,-1167.387817,-237.562943,10,"#ff8805"
2378,life,Word,14,3,0.266797,0.040759,0.000169,8,1,3,434.03598,168.896973,10.821918,"#5795ff"
2379,dying,Word,14,1,0.074521,0.016591,0.000088,3,0,0,526.251526,275.769958,10,"#5795ff"
2380,worth,Word,14,1,0.043187,0.016591,0.000088,3,0,0,703.370056,269.84494,10,"#5795ff"
2381,500,Word,14,2,0.060031,0.02302,0.000145,24,1,1,62.378532,-1170.563477,10.410959,"#5795ff"
2382,120000,Word,14,1,0.03347,0.016591,0.000088,3,0,0,793.08197,367.026093,10,"#5795ff"
2383,calculates,Word,14,1,0.023314,0.016591,0.000088,3,0,0,1133.172974,647.935364,10,"#5795ff"
2384,lifethreatening,Word,14,1,0.023314,0.016591,0.000088,3,0,0,1200.698486,688.221375,10,"#5795ff"
2385,values,Word,6,5,0.118879,0.069879,0.000256,14,0.1,1,1385.207275,-644.128113,11.643835,"#f00016"
2386,mortality,Word,14,1,0.021777,0.016591,0.000088,3,0,0,1293.711914,782.456543,10,"#5795ff"
2387,fatal,Word,14,1,0.020904,0.016591,0.000088,3,0,0,1350.689697,811.802063,10,"#5795ff"
2389,indias,Word,15,2,0.109677,0.044512,0.000125,32,1,1,1104.94873,-274.187744,10.410959,"#ff8805"
2390,minister,Word,15,1,0.045637,0.022682,0.000087,32,0,0,1232.763428,-323.385101,10,"#ff8805"
2391,caste,Word,15,1,0.040334,0.022682,0.000087,32,0,0,1264.165405,-357.105133,10,"#ff8805"
2392,untouchables,Word,15,1,0.039147,0.022682,0.000087,32,0,0,1285.710693,-327.273834,10,"#ff8805"
2393,singh,Word,15,1,0.031341,0.022682,0.000087,32,0,0,1474.436279,-197.876373,10,"#ff8805"
2394,progress,Word,15,3,0.071226,0.047532,0.000179,25,0.333333,1,23.062412,-641.490356,10.821918,"#ff8805"
2395,prasad,Word,15,1,0.023153,0.022682,0.000087,32,0,0,1766.984497,-117.251259,10,"#ff8805"
2396,hindu,Word,15,1,0.023153,0.022682,0.000087,32,0,0,1788.120361,-91.842705,10,"#ff8805"
2397,rwanda,Word,15,1,0.023153,0.022682,0.000087,32,0,0,1782.745361,-156.827927,10,"#ff8805"
2398,manmohan,Word,15,1,0.021831,0.022682,0.000087,32,0,0,1840.293335,-106.678123,10,"#ff8805"
2400,fannie,Word,13,2,0.480661,0.020357,0.000123,21,1,1,571.021729,2271.677002,10.410959,"#ff5584"
2401,mae,Word,13,2,0.256261,0.020357,0.000123,21,1,1,591.866577,2331.93457,10.410959,"#ff5584"
2402,barney,Word,13,2,0.069178,0.020357,0.000123,21,1,1,667.890564,2658.296387,10.410959,"#ff5584"
2403,congressmen,Word,13,2,0.055155,0.020357,0.000123,21,1,1,678.261108,2798.571289,10.410959,"#ff5584"
2404,freddies,Word,13,2,0.061841,0.020357,0.000123,21,1,1,665.406616,2722.880615,10.410959,"#ff5584"
2405,endangerment,Word,13,2,0.059233,0.020357,0.000123,21,1,1,686.764832,2749.130127,10.410959,"#ff5584"
2406,morgenson,Word,13,2,0.041227,0.020357,0.000123,21,1,1,740.242249,2974.686035,10.410959,"#ff5584"
2407,holdings,Word,13,2,0.034991,0.020357,0.000123,21,1,1,764.604736,3079.723389,10.410959,"#ff5584"
2408,contributed,Word,13,2,0.033969,0.020357,0.000123,21,1,1,752.528015,3137.756592,10.410959,"#ff5584"
2409,sub,Word,13,1,0.018934,0.011464,0.000084,21,0,0,760.333618,3239.803467,10,"#ff5584"
2410,excessive,Word,13,1,0.017277,0.011464,0.000084,21,0,0,781.82428,3331.907715,10,"#ff5584"
2411,committee,Word,13,2,0.028635,0.024658,0.000131,4,1,1,1485.483398,1820.857178,10.410959,"#ff5584"
2413,endowments,Word,6,2,0.441855,0.026563,0.000122,14,1,1,1559.142578,-1089.501709,10.410959,"#f00016"
2414,endowment,Word,6,3,0.358779,0.039372,0.000167,29,1,3,1501.329224,-1041.415039,10.821918,"#f00016"
2415,maintain,Word,6,2,0.083185,0.026563,0.000122,14,1,1,1750.054565,-1206.426392,10.410959,"#f00016"
2416,constant,Word,6,2,0.078896,0.026563,0.000122,14,1,1,1774.116089,-1182.811401,10.410959,"#f00016"
2417,greener,Word,6,2,0.046222,0.024119,0.000135,14,0,0,2238.944092,-1896.244751,10.410959,"#f00016"
2418,broadband,Word,6,1,0.02448,0.013039,0.000084,14,0,0,1588.778442,-1928.703369,10,"#f00016"
2419,sustainable,Word,6,3,0.056204,0.040265,0.000168,27,0.333333,1,2024.858887,-883.453308,10.821918,"#f00016"
2420,maintained,Word,6,1,0.020709,0.013039,0.000084,14,0,0,2008.29541,-2098.944336,10,"#f00016"
2421,philosophy,Word,6,2,0.03808,0.022716,0.00013,4,0,0,1510.178467,-1936.015625,10.410959,"#f00016"
2423,cent,Word,16,1,0.058897,0.025347,0.000081,10,0,0,766.796326,-395.847412,10,"#00bd94"
2424,insiders,Word,16,2,0.039357,0.041861,0.000119,10,1,1,789.18866,-996.181519,10.410959,"#00bd94"
2425,highest,Word,16,1,0.027121,0.025347,0.000081,10,0,0,1234.901978,-447.744965,10,"#00bd94"
2426,bernard,Word,16,1,0.019042,0.025347,0.000081,10,0,0,1661.801758,-82.005829,10,"#00bd94"
2427,anglosaxon,Word,16,1,0.01865,0.025347,0.000081,10,0,0,1719.640015,-32.107716,10,"#00bd94"
2429,aging,Word,14,2,0.060657,0.024237,0.000129,8,0,0,976.358948,-556.899353,10.410959,"#5795ff"
2430,improvements,Word,14,1,0.025985,0.010499,0.000088,8,0,0,421.48587,-236.514053,10,"#5795ff"
2431,medicine,Word,14,1,0.022221,0.010499,0.000088,8,0,0,994.043274,-369.314545,10,"#5795ff"
2432,advances,Word,5,2,0.07071,0.020671,0.000138,25,0,0,-1161.320801,-655.429688,10.410959,"#00c4ff"
2433,important,Word,14,1,0.018286,0.010499,0.000088,8,0,0,1532.45166,479.951782,10,"#5795ff"
2434,50,Word,14,1,0.018095,0.010499,0.000088,8,0,0,1504.17981,549.916138,10,"#5795ff"
2435,demonstrated,Word,14,1,0.017127,0.010499,0.000088,8,0,0,1562.020874,618.7547,10,"#5795ff"
2436,surgeries,Word,14,1,0.016911,0.010499,0.000088,8,0,0,1545.105469,700.876404,10,"#5795ff"
2439,nonprofit,Word,6,1,0.010199,0.018305,0.000081,14,0,0,3048.880371,-2833.572998,10,"#f00016"
2440,attending,Word,6,1,0.006961,0.018305,0.000081,14,0,0,3349.125732,-3295.780762,10,"#f00016"
2442,fee,Word,16,1,0.010827,0.014004,0.000083,15,0,0,367.876709,-2926.207031,10,"#00bd94"
2444,heart,Word,4,1,0.009412,0.00606,0.000087,17,0,0,-4330.050293,3305.423096,10,"#05ff00"
2446,answer,Word,9,1,0.039554,0.010756,0.000096,22,0,0,-2315.978516,281.45639,10,"#ff2ec4"
2447,habitual,Word,9,1,0.027659,0.010756,0.000096,22,0,0,-2504.824219,318.717194,10,"#ff2ec4"
2448,norms,Word,15,2,0.036799,0.022625,0.000149,14,0,0,-284.286377,-746.435242,10.410959,"#ff8805"
2449,argument,Word,9,1,0.012431,0.010756,0.000096,22,0,0,-3521.443848,343.092957,10,"#ff2ec4"
2450,TRUE,Word,9,1,0.012376,0.010756,0.000096,22,0,0,-3522.633789,283.791931,10,"#ff2ec4"
2451,empirical,Word,9,1,0.011589,0.010756,0.000096,22,0,0,-3617.57373,323.462433,10,"#ff2ec4"
2452,simple,Word,9,1,0.011403,0.010756,0.000096,22,0,0,-3657.385742,271.601471,10,"#ff2ec4"
2456,base,Word,3,1,0.008671,0.016396,0.00008,6,0,0,1286.415161,3547.34375,10,"#9900e0"
2458,cap,Word,4,1,0.012303,0.008794,0.000086,17,0,0,-3148.839844,3698.064697,10,"#05ff00"
2459,atmospheric,Word,4,1,0.012139,0.008794,0.000086,17,0,0,-3085.44043,3750.194824,10,"#05ff00"
2462,variance,Word,8,1,0.011593,0.013071,0.000082,5,0,0,3870.363037,-2261.10083,10,"#4c463e"
2465,generations,Word,8,1,0.010305,0.012134,0.000082,23,0,0,3553.203857,-354.304108,10,"#4c463e"
2466,greater,Word,8,1,0.008684,0.012134,0.000082,23,0,0,3496.467041,-1571.301758,10,"#4c463e"
2469,mindaltering,Word,1,1,0.00989,0.010337,0.000086,26,0,0,-2938.885498,-3206.764648,10,"#f5dc00"
2470,substances,Word,1,1,0.009758,0.010337,0.000086,26,0,0,-3015.683594,-3192.767822,10,"#f5dc00"
2472,great,Word,16,1,0.023613,0.016573,0.000083,9,0,0,1102.761597,2027.775146,10,"#00bd94"
2473,quarter,Word,16,1,0.01903,0.016573,0.000083,9,0,0,1205.424805,2200.002441,10,"#00bd94"
2474,ended,Word,16,1,0.010741,0.016573,0.000083,9,0,0,1467.539795,2867.482178,10,"#00bd94"
2475,current,Word,16,1,0.010604,0.016573,0.000083,9,0,0,1430.587524,2936.068604,10,"#00bd94"
2477,enterprises,Word,15,1,0.010104,0.022362,0.00008,12,0,0,2535.588623,798.042419,10,"#ff8805"
2478,hurt,Word,15,1,0.009292,0.022362,0.00008,12,0,0,2480.683105,1329.797607,10,"#ff8805"
2480,candidate,Word,20,1,0.034682,0.009775,0.000087,7,0,0,-295.954956,-604.006409,10,"#800f00"
2481,presidential,Word,0,2,0.04832,0.016205,0.000144,24,0,0,-259.239105,-2165.967285,10.410959,"#008a3b"
2482,electorate,Word,20,1,0.013319,0.009775,0.000087,7,0,0,1280.847656,418.286102,10,"#800f00"
2483,spend,Word,11,3,0.082039,0.043695,0.000173,29,0.333333,1,-167.000473,-440.746887,10.821918,"#4300a3"
2485,barrels,Word,4,1,0.014805,0.014992,0.000084,17,0,0,-2465.400391,3221.547363,10,"#05ff00"
2486,spills,Word,4,1,0.012158,0.014992,0.000084,17,0,0,-2570.888428,3418.635254,10,"#05ff00"
2487,sources,Word,4,1,0.01075,0.014992,0.000084,17,0,0,-2639.824463,3540.530029,10,"#05ff00"
2488,petroleum,Word,4,1,0.010439,0.014992,0.000084,17,0,0,-2741.347656,3534.516602,10,"#05ff00"
2489,oilproducing,Word,4,1,0.009997,0.014992,0.000084,17,0,0,-2746.230713,3617.637451,10,"#05ff00"
2491,decades,Word,14,1,0.008868,0.014612,0.000081,27,0,0,2444.841309,2166.345215,10,"#5795ff"
2493,steel,Word,2,1,0.009419,0.013083,0.00008,31,0,0,-581.376099,3123.740967,10,"#73c000"
2495,sites,Word,5,1,0.011829,0.008127,0.00009,30,0,0,-3627.712646,-2026.276489,10,"#00c4ff"
2496,opinions,Word,5,1,0.011349,0.008127,0.00009,30,0,0,-3679.919922,-2102.901367,10,"#00c4ff"
2500,national,Word,15,2,0.034998,0.034714,0.000132,14,0,0,1667.752441,610.505249,10.410959,"#ff8805"
2501,huge,Word,3,1,0.013428,0.022845,0.00008,18,0,0,1051.219116,2723.962402,10,"#9900e0"
2502,faster,Word,3,1,0.011677,0.022845,0.00008,18,0,0,1104.206543,2886.896484,10,"#9900e0"
2504,aeronautics,Word,11,1,0.012527,0.004855,0.000088,2,0,0,-4410.081055,-1016.497253,10,"#4300a3"
2506,zone,Word,15,1,0.021297,0.012971,0.000083,12,0,0,1791.314331,854.234863,10,"#ff8805"
2508,independent,Word,13,2,0.042953,0.033136,0.000123,7,0,0,687.033142,1026.610962,10.410959,"#ff5584"
2509,overthrow,Word,20,1,0.009034,0.013215,0.000086,7,0,0,2739.943604,-248.899002,10,"#800f00"
2510,iranian,Word,20,1,0.008885,0.013215,0.000086,7,0,0,2814.489502,-229.879593,10,"#800f00"
2512,nonmuslim,Word,16,1,0.008443,0.016514,0.000082,10,0,0,2598.890381,-1699.264404,10,"#00bd94"
2514,circuit,Word,17,1,0.016854,0.011816,0.000085,28,0,0,-2657.708984,-177.205643,10,"#0011f5"
2517,event,Word,19,1,0.015079,0.004298,0.00009,24,0,0,3188.261475,1836.614136,10,"#b88a00"
2518,flooding,Word,19,1,0.014234,0.004298,0.00009,24,0,0,3276.102295,1871.547607,10,"#b88a00"
2520,neighborhoods,Word,16,1,0.009725,0.011604,0.000084,10,0,0,1440.796631,-3123.547607,10,"#00bd94"
2521,segregation,Word,16,1,0.008706,0.011604,0.000084,10,0,0,1941.773682,-3147.474609,10,"#00bd94"
2524,romer,Word,3,1,0.011845,0.014506,0.000083,18,0,0,510.920044,3007.177002,10,"#9900e0"
2525,goal,Word,3,1,0.00996,0.014506,0.000083,18,0,0,551.669312,3249.281982,10,"#9900e0"
2527,smaller,Word,15,1,0.012825,0.021829,0.000083,32,0,0,2515.19043,249.065689,10,"#ff8805"
2528,yugoslavia,Word,15,1,0.01168,0.021829,0.000083,32,0,0,2715.826172,289.976471,10,"#ff8805"
2529,lowest,Word,15,1,0.010858,0.021829,0.000083,32,0,0,2574.150635,682.088684,10,"#ff8805"
2531,lesbian,Word,8,1,0.01344,0.008365,0.000088,5,0,0,4926.625488,-1310.928955,10,"#4c463e"
2532,partnership,Word,8,1,0.012146,0.008365,0.000088,5,0,0,5023.940918,-1364.416504,10,"#4c463e"
